x,Delta,eta_C,M,T_ratio
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
9.999990000000000823e-01,3.141592653588745954e+00,6.666667777303812457e-07,3.333333333332083592e-01,9.999993333332221068e-01
